# CBIR Feature Database
# Feature Type: custom
# Feature Dimension: 30
# Number of Images: 1106
pic.0380.jpg,0.350369,0.0621296,0.0389558,0.0295036,0.0226428,0.0298647,0.0564158,0.0118737,0.0423756,0.0353873,0.0497674,0.0503409,0.0757238,0.055375,0.0193929,0.0698825,0.0124207,0.0299133,0.0536682,0.0867798,0.0634949,0.0303711,0.0103577,0.000341797,0.0673828,0.146222,0.0337646,0.0146179,0.636101,0.439319
pic.0394.jpg,0.476474,0.00489128,0.0109788,0.0187942,0.0098623,0.0205753,0.0609283,0.0117497,0.0280983,0.016641,0.0416822,0.0542825,0.0477697,0.0694614,0.0157371,0.112074,0.0157104,0.0185913,0.0279968,0.0384155,0.0661377,0.0154663,0.0361023,0.0111816,0.0344543,0.0664246,0.0246643,0.0200134,0.438646,0.510362
pic.1061.jpg,0.34147,0,0,0.0318298,8.48793e-05,0.00183097,0.0247605,0,0.000666909,3.63769e-05,0.197636,0.00404996,0.118516,0.0265066,0,0.252613,0.0376953,0.0796448,0.0920898,0.0832153,0.0873169,0.0698914,0.0438171,0.00968628,0.000384521,0.000439453,6.10352e-05,0.000366211,0.581387,0.443495
pic.0419.jpg,0.0281395,0.00642453,0.014241,0.0162112,0.0125921,0.0159114,0.0169179,0.00518246,0.0185455,0.0119496,0.331763,0.0695349,0.0941837,0.101807,0.0984667,0.158129,0.0950439,0.00366821,0.0110779,0.0165344,0.0575073,0.0756165,0.025354,0.00020752,0.0373169,0.0190857,0.0943665,0.00727539,0.443229,0.425195
pic.1075.jpg,0.0612027,0.0546836,0.124033,0.0963068,0.109064,0.0981937,0.108191,0.0307827,0.0635706,0.0204823,0.0381009,0.0494965,0.0356295,0.0392035,0.00799905,0.0630601,0.00567627,0.057666,0.12002,0.0714539,0.015979,0.124951,0.206732,0.222357,0.0677124,0.0017334,0.216052,0.0403259,0.308929,0.66823
pic.0343.jpg,0.0326915,0.0226795,0.0727473,0.0563501,0.196717,0.257341,0.128438,0.0278379,0.0356403,0.0190793,0.0228242,0.036688,0.0247482,0.0366232,0.0106292,0.018965,0.0813354,0.206354,0.244983,0.224811,0.207428,0.207141,0.207452,0.222571,0.0546204,0.00767212,0.231152,0.0569092,0.472814,0.533747
pic.0425.jpg,0.0352369,0.00040631,0.000462353,0.00285818,0.00112086,0.00214364,0.00480567,0.000868664,0.00396503,0.00283016,0.0114187,0.00896685,0.0148934,0.0210721,0.0171071,0.871844,0.0930969,0.0787109,0.0632263,0.0432007,0.0386047,0.037677,0.0408508,0.0402649,0.0760986,0.0294067,0.120807,0.0342346,0.638692,0.40539
pic.0431.jpg,0.516726,0.00125386,0.00219426,0.00385115,0.00205992,0.00403027,0.00429896,0.000940397,0.00277641,0.00143299,0.00976221,0.0077023,0.0131656,0.0282567,0.0140164,0.387533,0.0216736,0.0383911,0.0301819,0.0224426,0.0115906,0.00980835,0.00184937,0.000360107,0.038031,0.0280457,0.0984741,0.0812256,0.826788,0.313056
pic.1049.jpg,0.0922045,0.00419627,0.00978589,0.015813,0.0215808,0.0487431,0.157717,0.0587073,0.197703,0.130198,0.0839416,0.086623,0.0323712,0.0221722,0.00335377,0.0348906,0.072467,0.0589844,0.015686,0.172205,0.0254578,0.0729248,0.121912,0.2138,0.0115845,0.0305969,0.0573303,0.0535217,0.423847,0.60946
pic.0357.jpg,0.0963669,0.00774653,0.0134015,0.0192501,0.0186304,0.0315671,0.0518243,0.0225037,0.0623983,0.0599582,0.0842436,0.09505,0.0938492,0.101131,0.0711519,0.170927,0.0217529,0.0163086,0.0111084,0.0108276,0.0341187,0.0282043,0.0196594,0.0156006,0.0953369,0.0784912,0.0742554,0.0958862,0.380742,0.518099
