# CBIR Feature Database
# Feature Type: custom
# Feature Dimension: 12
# Number of Images: 1106
pic.0380.jpg,107.501,117.462,120.572,65.5858,79.3947,80.1073,140.589,136.709,138.276,153.401,148.476,149.32
pic.0394.jpg,117.39,119.662,110.932,97.5373,96.262,88.6806,92.656,101.114,94.5621,50.9593,49.5967,44.0379
pic.1061.jpg,104.173,103.127,101.418,100.873,100.827,99.9659,95.8916,93.7439,92.0017,95.5457,95.0094,93.8814
pic.0419.jpg,91.09,91.8486,83.2975,88.5489,97.4274,88.3254,148.082,140.882,136.544,93.9332,95.7781,88.358
pic.1075.jpg,148.758,159.396,155.301,139.946,149.193,146.09,81.6307,101.209,115.099,61.0405,83.2216,87.8622
pic.0343.jpg,148.034,155.735,159.181,66.3512,77.4435,91.14,68.5765,77.1627,90.2179,36.764,57.8876,89.7741
pic.0425.jpg,188.507,183.025,182.638,66.4135,84.9558,78.1654,158.708,157.044,154.459,51.9192,93.761,86.6958
pic.0431.jpg,78.8689,78.6894,67.7189,159.029,170.78,162.534,87.3255,77.0267,57.7901,104.99,109.271,94.1662
pic.1049.jpg,112.757,112.994,113.163,149.943,146.696,142.769,91.9847,89.0871,92.0325,133.957,143.82,154.105
pic.0357.jpg,25.0004,33.3018,26.2252,92.718,120.232,106.352,34.7149,43.7669,39.5254,116.063,154.868,137.564
pic.0800.jpg,69.9842,76.6253,79.6523,61.5417,64.0521,66.107,102.689,104.678,122.537,95.2695,96.2215,114.731
pic.0814.jpg,120.299,122.848,116.563,98.1719,116.542,112.483,197.934,210.107,207.882,97.7886,119.219,121.219
pic.0182.jpg,48.0284,40.2634,42.1091,67.1121,78.7101,86.446,96.5687,84.3425,79.5096,111.179,127.089,136.52
pic.0196.jpg,79.7491,92.0234,102.861,110.434,107.371,107.953,35.8391,37.5814,43.273,63.7081,56.0543,54.0008
pic.0828.jpg,118.517,119.07,116.437,52.1584,56.4411,49.7788,132.035,135.63,136.186,123.428,115.516,108.908
pic.0169.jpg,20.1321,25.5281,48.1548,66.0161,89.5667,114.005,85.7929,80.0117,79.6661,142.657,155.585,165.344
pic.0627.jpg,138.452,146.082,159.358,173.399,175.379,180.331,63.0224,66.0362,89.8361,45.5703,54.0392,74.8267
pic.0141.jpg,118.228,131.116,121.275,54.0232,57.4917,47.0727,143.808,172.161,163.279,94.7869,114.675,102.827
pic.0155.jpg,117.848,131.825,112.794,159.082,166.023,140.449,141.822,109.28,92.0194,181.313,159.912,140.095
pic.0633.jpg,30.2726,31.2652,30.2278,49.6654,50.708,48.233,29.7458,30.8534,29.6613,46.809,48.032,45.9397
pic.0974.jpg,85.4616,94.8819,91.4877,77.5916,83.0663,80.5189,110.777,160.641,138.379,113.323,169.631,151.609
pic.0960.jpg,140.593,149.161,149.147,88.3649,100.401,98.7213,95.8265,105.928,110.374,59.6511,66.1041,69.0875
pic.0948.jpg,122.719,118.728,115.231,83.2347,92.5412,95.5037,65.4959,67.2791,74.9357,113.172,109.43,110.822
pic.0790.jpg,25.3526,31.4547,45.6021,124.682,128.74,131.461,51.5536,56.9674,69.5346,153.322,154.698,153.353
pic.0784.jpg,52.2207,65.3262,64.6373,164.767,171.651,168.916,139.741,135.214,131.366,142.667,141.89,138.894
pic.0009.jpg,117.991,115.808,120.343,113.679,108.719,109.043,62.2467,63.9122,67.1386,56.211,55.5844,54.2673
pic.0753.jpg,157.248,160.187,145.375,105.622,115.79,101.156,144.889,157.354,136,132.337,144.171,126.709
pic.0035.jpg,171.749,171.81,171.961,168.345,167.835,166.441,122.693,131.281,135.942,125.269,134.264,135.539
pic.0021.jpg,75.915,102.043,146.432,45.5669,67.9537,115.403,75.1942,102.507,149.259,44.3592,67.9396,116.212
pic.0747.jpg,116.283,153.872,127.754,104.372,128.432,103.336,122.259,137.462,110.215,96.6378,105.234,84.1204
pic.0592.jpg,82.6082,83.6284,84.8566,77.6964,79.2543,79.9671,116.522,114.732,115.545,111.148,110.341,110.08
pic.0586.jpg,144.46,144.626,146.942,175.827,171.6,171.894,76.434,77.8045,78.103,59.5059,60.9029,62.1815
